VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,TotalSalesPrice,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,4447,Patron XO Cafe Dark Cocoa,20.63,25.99,750.0,49,1010.87,9.0,233.91,7.1000000000000005,207.92,68054.7,-776.96,-332.16194262750633,0.1836734693877551,0.2313947391850584
7245,PROXIMO SPIRITS INC.,3780,Three Olives Raspberry Vodk,10.31,12.99,750.0,98,1010.38,35.0,454.65,27.580000000000002,337.74,38994.78,-555.73,-122.23248652809855,0.35714285714285715,0.44997921574061245
6785,PALM BAY INTERNATIONAL INC,1817,Irishman Founders RSV Whisky,16.79,21.99,750.0,60,1007.4,4.0,87.96,3.1500000000000004,65.97,13605.41,-919.4399999999999,-1045.293315143247,0.06666666666666667,0.08731387730792138
4425,MARTIGNETTI COMPANIES,29433,Clos du Val Carneros Chard,13.79,22.99,750.0,73,1006.67,0.0,0.0,0.0,0.0,144929.24,-1006.67,-inf,0.0,0.0
3252,E & J GALLO WINERY,46551,J Vineyards Brut 20,16.77,29.99,750.0,60,1006.2,0.0,0.0,0.0,0.0,61966.91,-1006.2,-inf,0.0,0.0
9552,M S WALKER INC,25570,Steele Wines Scarlet Lake Cn,4.72,6.99,750.0,213,1005.36,0.0,0.0,0.0,0.0,55551.82,-1005.36,-inf,0.0,0.0
9819,TREASURY WINE ESTATES,33038,Beringer Fndrs Est Chard,10.8,15.99,1500.0,93,1004.4,10.0,179.89999999999998,2.23,89.94999999999999,14836.57,-824.5,-458.3101723179545,0.10752688172043011,0.17911190760653126
653,STATE WINE & SPIRITS,16758,Dolin Sweet Red Vermouth,8.55,12.99,750.0,117,1000.3499999999999,5.0,69.95,0.55,69.95,8014.9800000000005,-930.3999999999999,-1330.0929235167973,0.042735042735042736,0.06992552606587696
7245,PROXIMO SPIRITS INC.,3183,Jose Cuervo Tradicional Slvr,13.7,18.49,750.0,73,1000.1,12.0,239.88,9.46,199.89999999999998,38994.78,-760.22,-316.91679172919794,0.1643835616438356,0.23985601439856014
8112,MOET HENNESSY USA INC,4664,Hennessy Black Cognac,27.77,35.99,750.0,36,999.72,4.0,155.96,3.1500000000000004,116.97,48347.26,-843.76,-541.0105155167992,0.1111111111111111,0.1560036810306886
17035,PERNOD RICARD USA,2917,Paddy's Irish Whiskey,15.62,19.99,750.0,64,999.68,14.0,279.85999999999996,11.040000000000001,239.88,123780.22,-719.8199999999999,-257.20717501607953,0.21875,0.2799495838668374
7239,REMY COINTREAU USA INC,4702,Metaxa Amphora,16.66,25.99,750.0,60,999.5999999999999,0.0,0.0,0.0,0.0,16978.67,-999.5999999999999,-inf,0.0,0.0
17035,PERNOD RICARD USA,4989,Martell VS Cognac,16.66,24.99,750.0,60,999.5999999999999,4.0,91.96,3.16,91.96,123780.22,-907.6399999999999,-986.9943453675511,0.06666666666666667,0.0919967987194878
17035,PERNOD RICARD USA,3591,Absolut Vanilia,13.48,16.99,750.0,74,997.52,24.0,431.76,18.93,287.84,123780.22,-565.76,-131.03576060774503,0.32432432432432434,0.4328334268987088
6785,PALM BAY INTERNATIONAL INC,3929,Los Amantes Mezcal,31.15,49.99,750.0,32,996.8,2.0,85.98,1.58,85.98,13605.41,-910.8199999999999,-1059.3393812514537,0.0625,0.08625601926163724
6213,MHW LTD,8658,Absente 'Absinthe Refined',24.28,33.99,750.0,41,995.48,2.0,79.98,1.58,79.98,9621.58,-915.5,-1144.6611652913227,0.04878048780487805,0.08034315104271307
4425,MARTIGNETTI COMPANIES,26558,King Est Pnt Nr Ore,16.54,25.99,750.0,60,992.4,1.0,27.99,0.11,27.99,144929.24,-964.41,-3445.5519828510182,0.016666666666666666,0.028204353083434098
1485,CASTLE BRANDS CORP.,8485,Gozio Amaretto,13.23,18.99,750.0,75,992.25,13.0,233.86999999999998,10.25,197.89,8497.59,-758.38,-324.27416941035625,0.17333333333333334,0.23569664902998233
480,BACARDI USA INC,3139,Grey Goose Le Melon,17.64,23.99,750.0,56,987.84,5.0,119.94999999999999,3.95,119.94999999999999,89286.27,-867.8900000000001,-723.5431429762402,0.08928571428571429,0.12142654680919986
8112,MOET HENNESSY USA INC,3168,Belvedere UF Intense Vodka,18.97,25.99,750.0,52,986.4399999999999,7.0,181.92999999999998,5.51,129.95,48347.26,-804.51,-442.20854174682574,0.1346153846153846,0.18443088277036615
8673,STE MICHELLE WINE ESTATES,18375,Antinori Villa Wh,7.89,11.99,750.0,125,986.2500000000001,0.0,0.0,0.0,0.0,15919.7,-986.2500000000001,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,27644,Cline Znfdl Cal,6.84,11.99,750.0,144,984.96,11.0,109.89,1.22,79.92,144929.24,-875.07,-796.3144963144964,0.0763888888888889,0.11156798245614034
12546,JIM BEAM BRANDS COMPANY,3367,Pinnacle Pomegranate Vodka,7.57,10.99,750.0,130,984.1,54.0,591.46,42.53,427.61,123880.97,-392.64,-66.3848780982653,0.4153846153846154,0.6010161568946245
11567,CAMPARI AMERICA,4818,Skyy Infusions Pacific Blueb,7.51,9.99,750.0,131,983.8100000000001,16.0,207.84,12.600000000000001,155.88,20964.81,-775.97,-373.3496920708237,0.12213740458015267,0.211260304327055
11567,CAMPARI AMERICA,3412,Skyy Infusions Pineapple,9.28,12.99,750.0,106,983.68,15.0,194.85,11.83,168.87,20964.81,-788.8299999999999,-404.8396202206826,0.14150943396226415,0.19808270982433313
480,BACARDI USA INC,2624,Dewars 18 Yr Old Founders Rv,46.76,64.99,750.0,21,981.96,1.0,69.99,0.79,69.99,89286.27,-911.97,-1303.0004286326619,0.047619047619047616,0.07127581571550776
1655,FABRIZIA SPIRITS LLC,3546,Vera Blood Orange Vodka,16.92,21.99,750.0,58,981.36,0.0,0.0,0.0,0.0,1824.89,-981.36,-inf,0.0,0.0
480,BACARDI USA INC,8653,M & R Extra Dry Vermouth,3.53,5.29,375.0,278,981.34,33.0,174.57,1.92,132.25,89286.27,-806.77,-462.1469897462336,0.11870503597122302,0.17788941651211607
17035,PERNOD RICARD USA,1880,The Glenlivet Nadurra 16 Yr,46.71,63.99,750.0,21,980.91,1.0,69.99,0.79,69.99,123780.22,-910.92,-1301.500214316331,0.047619047619047616,0.07135211181453956
6785,PALM BAY INTERNATIONAL INC,32368,Cavit Pinot Noir Delle Vene,6.45,9.99,1500.0,152,980.4,74.0,879.26,16.54,473.6,13605.41,-101.13999999999999,-11.502854673247958,0.4868421052631579,0.8968380252957976
3664,WILLIAM GRANT & SONS INC,4197,Sailor Jerry Spiced Rum Trav,13.07,18.99,750.0,75,980.25,32.0,543.68,25.220000000000002,424.74999999999994,30234.420000000002,-436.57000000000005,-80.2990729841083,0.4266666666666667,0.5546340219331802
4425,MARTIGNETTI COMPANIES,37049,Argyle Willamette Pnt Nr,13.6,21.99,750.0,72,979.1999999999999,0.0,0.0,0.0,0.0,144929.24,-979.1999999999999,-inf,0.0,0.0
7153,PINE STATE TRADING CO,39691,Smith & Hook Lucia Cab Svgn,13.79,21.99,750.0,71,979.0899999999999,5.0,109.94999999999999,0.55,87.96,15884.82,-869.1399999999999,-790.4865848112778,0.07042253521126761,0.11229815440868561
4425,MARTIGNETTI COMPANIES,8737,Freixenet Cordon Negro Brut,7.14,10.99,750.0,137,978.1800000000001,23.0,296.77,2.5700000000000003,153.88,144929.24,-681.4100000000001,-229.60878795026454,0.1678832116788321,0.30338996912633664
12546,JIM BEAM BRANDS COMPANY,8823,Leroux Apricot Brandy,5.42,6.99,750.0,180,975.6,45.0,316.55,35.42,147.79,123880.97,-659.05,-208.19775706839357,0.25,0.3244669946699467
90056,SWEET BABY VINEYARD,16669,Sweet Baby Vyds Blueberry,8.55,12.99,750.0,114,974.6999999999999,27.0,350.73,2.97,246.81,703.64,-623.9699999999999,-177.9060816012317,0.23684210526315788,0.35983379501385043
4380,CHARLES JACQUIN ET CIE INC,5285,Jacquin Triple Sec,6.24,8.29,750.0,156,973.4399999999999,26.0,241.54,20.51,204.38,1675.39,-731.9,-303.0139935414424,0.16666666666666666,0.2481303418803419
9815,WINE GROUP INC,24303,Cupcake Black Forest,4.99,8.99,750.0,195,973.05,0.0,0.0,0.0,0.0,27100.41,-973.05,-inf,0.0,0.0
3252,E & J GALLO WINERY,4550,E & J XO Brandy,9.92,12.99,750.0,98,972.1600000000001,25.0,324.75,19.720000000000002,285.78000000000003,61966.91,-647.4100000000001,-199.35642802155508,0.25510204081632654,0.33404995062541143
9552,M S WALKER INC,1727,West Cork Irish Whiskey,17.05,24.99,750.0,57,971.85,15.0,329.84999999999997,11.81,197.91,55551.82,-642.0,-194.63392451114146,0.2631578947368421,0.3394042290476925
6785,PALM BAY INTERNATIONAL INC,6586,Citra Montepulciano,6.7,10.99,1500.0,145,971.5000000000001,19.0,208.81,4.2,186.83,13605.41,-762.69,-365.2554954264643,0.1310344827586207,0.21493566649511064
4425,MARTIGNETTI COMPANIES,24086,Hess Select Chard,7.14,12.99,750.0,136,971.0400000000001,31.0,402.69,3.47,155.88,144929.24,-568.3500000000001,-141.1383446323475,0.22794117647058823,0.41469970341077605
1392,CONSTELLATION BRANDS INC,8455,R Mondavi Fume Bl Napa Vly,10.88,16.99,750.0,89,968.32,2.0,33.98,0.22,33.98,79528.99,-934.34,-2749.6762801648033,0.02247191011235955,0.0350917052214144
4425,MARTIGNETTI COMPANIES,18641,Yellow Tail Big Bold Red,6.01,9.99,1500.0,161,967.61,8.0,119.92,1.79,74.95,144929.24,-847.69,-706.8795863909273,0.049689440993788817,0.12393422969998243
1655,FABRIZIA SPIRITS LLC,3542,Vera Limon Vodka,17.59,21.99,750.0,55,967.45,0.0,0.0,0.0,0.0,1824.89,-967.45,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,9358,KAH Reposado Tequila,41.98,54.99,750.0,23,965.54,0.0,0.0,0.0,0.0,68054.7,-965.54,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,32545,Artesa Carneros Chard,10.27,16.99,750.0,94,965.38,0.0,0.0,0.0,0.0,68054.7,-965.38,-inf,0.0,0.0
8004,SAZERAC CO INC,2686,AnCnoc 12 Yr Old Scotch,26.8,37.99,750.0,36,964.8000000000001,4.0,159.96,3.16,159.96,50293.62,-804.84,-503.1507876969242,0.1111111111111111,0.1657960199004975
9552,M S WALKER INC,14008,Cigar Box Malbec Mendoza,8.1,11.99,750.0,119,963.9,14.0,167.86,1.57,59.95,55551.82,-796.04,-474.22852376980813,0.11764705882352941,0.17414669571532318
10000,MAJESTIC FINE WINES,6351,Kendall Jackson Vntr RSV Cab,11.18,17.99,750.0,86,961.48,9.0,179.91,0.99,139.92999999999998,17587.59,-781.57,-434.4227669390251,0.10465116279069768,0.18711777676082705
8004,SAZERAC CO INC,2598,Firefly Apple Pie Moonshine,11.44,16.99,750.0,84,960.96,24.0,359.76,18.92,269.82,50293.62,-601.2,-167.11140760507007,0.2857142857142857,0.3743756243756243
9819,TREASURY WINE ESTATES,39146,Matua Svgn Bl Marlboro,6.53,9.99,750.0,147,959.91,30.0,415.7,3.33,221.84,14836.57,-544.21,-130.9141207601636,0.20408163265306123,0.43306143284266235
4425,MARTIGNETTI COMPANIES,21129,St Supery Svgn Bl Napa,11.56,17.99,750.0,83,959.48,6.0,113.94,0.66,75.96,144929.24,-845.54,-742.0923292961207,0.07228915662650602,0.118751823904615
10754,PERFECTA WINES,34870,Arca Nova Vinho Verde,5.84,8.99,750.0,164,957.76,24.0,215.76,2.69,80.91,28720.52,-742.0,-343.9006303299963,0.14634146341463414,0.22527564316739057
9165,ULTRA BEVERAGE COMPANY LLP,2116,Sapling Maple Bourbon,27.33,41.99,750.0,35,956.55,0.0,0.0,0.0,0.0,68054.7,-956.55,-inf,0.0,0.0
6213,MHW LTD,8652,Grande Absente Absinthe,39.84,50.99,750.0,24,956.16,1.0,50.99,0.79,50.99,9621.58,-905.17,-1775.191213963522,0.041666666666666664,0.05332789491298528
10754,PERFECTA WINES,43662,L'Ecole No 41 Cab Svgn Clmba,19.86,33.99,750.0,48,953.28,0.0,0.0,0.0,0.0,28720.52,-953.28,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,3870,Montelobos Mezcal,28.02,36.99,750.0,34,952.6800000000001,7.0,258.93,5.52,184.95000000000002,30234.420000000002,-693.75,-267.92955625072415,0.20588235294117646,0.27179115757652095
4692,KOBRAND CORPORATION,21032,Taylor Fladgate 10-Yr Tawny,15.12,25.99,750.0,63,952.56,9.0,215.91,1.0,167.92999999999998,9139.38,-736.65,-341.18382659441437,0.14285714285714285,0.2266628873771731
8320,SHAW ROSS INT L IMP LTD,36558,Cruz Garcia Real Sangria Re,6.66,9.99,1500.0,143,952.38,8.0,75.92,1.78,56.94,3151.92,-876.46,-1154.4520547945206,0.055944055944055944,0.07971607971607972
11567,CAMPARI AMERICA,4480,Appleton Special Gold Rum,9.92,12.99,750.0,96,952.32,16.0,207.84,12.63,194.85,20964.81,-744.48,-358.19861431870675,0.16666666666666666,0.21824596774193547
12546,JIM BEAM BRANDS COMPANY,8694,Skinnygirl Cosmopolitan,7.99,9.99,750.0,119,950.81,14.0,153.86,11.05,142.87,123880.97,-796.9499999999999,-517.970882620564,0.11764705882352941,0.16181992196127515
3960,DIAGEO NORTH AMERICA INC,3579,Ciroc Pineapple Vodka,8.88,11.99,375.0,107,950.1600000000001,12.0,185.88,4.68,185.88,257032.07,-764.2800000000001,-411.16849580374446,0.11214953271028037,0.1956302096489012
1392,CONSTELLATION BRANDS INC,26092,Blackstone Merlot Cal,4.79,7.99,750.0,198,948.42,31.0,316.69,3.45,158.85,79528.99,-631.73,-199.4789857589441,0.15656565656565657,0.33391324518673166
10000,MAJESTIC FINE WINES,45848,Kendall Jackson Summation Re,6.63,11.99,750.0,143,948.09,4.0,55.96,0.45,13.99,17587.59,-892.13,-1594.228020014296,0.027972027972027972,0.059023932327099744
6213,MHW LTD,5378,Galliano L'Autentico Liqueur,20.15,25.99,750.0,47,947.0500000000001,6.0,155.94,4.74,155.94,9621.58,-791.1100000000001,-507.3169167628576,0.1276595744680851,0.16465867694419511
12546,JIM BEAM BRANDS COMPANY,1395,Old Crow,5.88,8.99,750.0,161,946.6800000000001,24.0,215.76,18.94,197.78,123880.97,-730.9200000000001,-338.7652947719689,0.14906832298136646,0.22791228292559257
8673,STE MICHELLE WINE ESTATES,13052,Ch Ste Michelle Gewurz Colum,5.47,8.49,750.0,173,946.3100000000001,4.0,31.96,0.44,23.97,15919.7,-914.35,-2860.9198998748434,0.023121387283236993,0.03377328782322917
12546,JIM BEAM BRANDS COMPANY,1964,Jim Beam Single Barrel,23.07,29.99,750.0,41,945.8699999999999,6.0,179.94,4.74,179.94,123880.97,-765.9299999999998,-425.65855285095023,0.14634146341463414,0.19023755907259984
8892,TRINCHERO FAMILY ESTATES,12775,Joel Gott Svgn Bl,6.8,10.99,750.0,139,945.1999999999999,9.0,89.91,0.99,69.93,11595.97,-855.29,-951.2734957179402,0.06474820143884892,0.09512272534913246
10754,PERFECTA WINES,16352,Girls in the Vineyard Svgn B,11.48,16.99,750.0,82,941.3599999999999,2.0,35.98,0.22,35.98,28720.52,-905.3799999999999,-2516.3424124513617,0.024390243902439025,0.03822129684711481
5455,MARSALLE COMPANY,2655,James Oliver Rye Whisky,21.89,34.99,750.0,43,941.27,6.0,179.94,4.74,179.94,937.21,-761.3299999999999,-423.1021451594976,0.13953488372093023,0.19116725275425756
8352,LUXCO INC,7991,Stock Italian X Dry Vermouth,7.24,9.99,1500.0,130,941.2,17.0,169.83,26.73,129.87,10261.6,-771.37,-454.20126008361296,0.13076923076923078,0.18043986400339992
4425,MARTIGNETTI COMPANIES,21576,Chalk Hill Chard,11.91,17.99,750.0,79,940.8899999999999,4.0,79.96,0.44,59.97,144929.24,-860.9299999999998,-1076.7008504252126,0.05063291139240506,0.08498336681227349
4692,KOBRAND CORPORATION,11915,Sequoia Grove Cab Svgn,19.6,32.99,750.0,48,940.8,0.0,0.0,0.0,0.0,9139.38,-940.8,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,8329,R Mondavi Chard Pvt Sel,4.68,7.99,750.0,201,940.68,8.0,87.92,0.88,54.95,79528.99,-852.76,-969.9272065514103,0.03980099502487562,0.0934643024195263
9552,M S WALKER INC,31160,Monsanto Chianti Clsc RSV,13.24,21.99,750.0,71,940.04,4.0,87.96,0.45,43.98,55551.82,-852.0799999999999,-968.713051386994,0.056338028169014086,0.09357048636228245
1392,CONSTELLATION BRANDS INC,29407,Wild Horse CC Merlot,10.33,14.99,750.0,91,940.03,2.0,37.98,0.22,37.98,79528.99,-902.05,-2375.0658241179567,0.02197802197802198,0.04040296586279161
7153,PINE STATE TRADING CO,3533,Lidestri Pink Limoncello,13.23,17.99,750.0,71,939.3299999999999,6.0,107.94,4.73,89.94999999999999,15884.82,-831.3899999999999,-770.2334630350194,0.08450704225352113,0.11491169237648112
90032,LABELLE VYDS AND WINERY,14383,LaBelle Winery Granite Red,10.32,15.99,750.0,91,939.12,0.0,0.0,0.0,0.0,778.25,-939.12,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,8444,Tres Agaves Blanco Tequila,17.38,23.99,750.0,54,938.52,1.0,23.99,0.79,23.99,11595.97,-914.53,-3812.130054189246,0.018518518518518517,0.025561522396965432
9552,M S WALKER INC,47014,Juan Gil Jumilla Rd,8.16,13.99,750.0,115,938.4,14.0,195.86,1.55,125.91,55551.82,-742.54,-379.1177371591953,0.12173913043478261,0.20871696504688833
3252,E & J GALLO WINERY,16806,Apothic Winemakers White,5.3,9.99,750.0,177,938.1,17.0,169.83,1.87,159.84,61966.91,-768.27,-452.37590531708173,0.096045197740113,0.18103613687240167
9165,ULTRA BEVERAGE COMPANY LLP,247,Gran Patron Platinum Tequil,156.24,199.99,750.0,6,937.44,0.0,0.0,0.0,0.0,68054.7,-937.44,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,26732,Bonterra Cab Svgn Organic,6.79,13.99,750.0,138,937.02,7.0,97.93,0.77,97.93,68054.7,-839.0899999999999,-856.8263045032164,0.050724637681159424,0.10451217690124011
2000,SOUTHERN WINE & SPIRITS NE,13147,F Coppola Directors Pnt Nr,13.01,19.99,750.0,72,936.72,0.0,0.0,0.0,0.0,19016.59,-936.72,-inf,0.0,0.0
3252,E & J GALLO WINERY,2534,The Dalmore 12Yr Single Malt,35.99,44.99,750.0,26,935.74,4.0,219.96,3.1500000000000004,164.97,61966.91,-715.78,-325.41371158392434,0.15384615384615385,0.2350652959155321
12546,JIM BEAM BRANDS COMPANY,2986,Hibiki Harmony Japan Whiskey,51.96,65.99,750.0,18,935.28,3.0,197.96999999999997,2.37,197.96999999999997,123880.97,-737.31,-372.4352174571905,0.16666666666666666,0.21166923274313573
2242,DELICATO VINEYARDS INC,15138,Black Stallion Cab Svgn Napa,15.58,23.99,750.0,60,934.8000000000001,1.0,23.99,0.11,23.99,7982.65,-910.8100000000001,-3796.623593163819,0.016666666666666666,0.025663243474540003
8892,TRINCHERO FAMILY ESTATES,47090,Napa Cellars Cab Svgn Napa,15.58,23.99,750.0,60,934.8000000000001,1.0,23.99,0.11,23.99,11595.97,-910.8100000000001,-3796.623593163819,0.016666666666666666,0.025663243474540003
17035,PERNOD RICARD USA,6231,Mumm Brut Prestige,10.27,14.99,750.0,91,934.5699999999999,32.0,572.48,3.58,212.67999999999998,123780.22,-362.0899999999999,-63.249371157070975,0.3516483516483517,0.6125597868538473
3252,E & J GALLO WINERY,8905,Livingston Cellars Red Rose,7.84,11.99,3000.0,119,932.96,14.0,167.86,6.300000000000001,107.91,61966.91,-765.1,-455.79649708090074,0.11764705882352941,0.179921968787515
480,BACARDI USA INC,3847,Grey Goose Vodka,2.81,3.79,50.0,332,932.92,32.0,127.68,1.61,83.79,89286.27,-805.24,-630.6704260651629,0.0963855421686747,0.13686060969858083
9165,ULTRA BEVERAGE COMPANY LLP,3763,Patron Anejo Tequila,20.28,29.99,375.0,46,932.8800000000001,6.0,179.94,2.34,179.94,68054.7,-752.94,-418.4394798266089,0.13043478260869565,0.19288654489323384
9165,ULTRA BEVERAGE COMPANY LLP,5962,Vermont Ice Maple Creme,17.26,23.99,750.0,54,932.04,3.0,86.97,2.37,86.97,68054.7,-845.0699999999999,-971.6798896171093,0.05555555555555555,0.09331144586069268
3960,DIAGEO NORTH AMERICA INC,1886,Seagrams 7 Crown,7.96,10.99,750.0,117,931.3199999999999,28.0,307.72,22.09,274.75,257032.07,-623.5999999999999,-202.6517613414792,0.23931623931623933,0.3304127474981747
2000,SOUTHERN WINE & SPIRITS NE,15047,Zaccagnini Pnt Grigio,8.24,18.99,750.0,113,931.12,3.0,47.97,0.33,47.97,19016.59,-883.15,-1841.046487387951,0.02654867256637168,0.0515186012544033
11567,CAMPARI AMERICA,3515,Skyy Infusions Citrus Vodka,15.5,19.99,1750.0,60,930.0,35.0,699.65,64.34,499.74999999999994,20964.81,-230.35000000000002,-32.9236046594726,0.5833333333333334,0.7523118279569893
4425,MARTIGNETTI COMPANIES,25104,Nickel&Nickel Truchard Chard,30.91,46.99,750.0,30,927.3000000000001,0.0,0.0,0.0,0.0,144929.24,-927.3000000000001,-inf,0.0,0.0
2242,DELICATO VINEYARDS INC,13141,Noble Vines 181 Merlot Lodi,7.18,10.99,750.0,129,926.22,3.0,41.97,0.33,27.98,7982.65,-884.25,-2106.8620443173695,0.023255813953488372,0.04531320852497247
9165,ULTRA BEVERAGE COMPANY LLP,4018,Papa's Pilar Dark Rum,26.46,39.99,750.0,35,926.0999999999999,0.0,0.0,0.0,0.0,68054.7,-926.0999999999999,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,6213,Taylor Red Port,5.51,7.99,1500.0,168,925.6800000000001,70.0,559.3,15.71,239.70000000000002,79528.99,-366.3800000000001,-65.50688360450566,0.4166666666666667,0.6042044767090138
17035,PERNOD RICARD USA,3727,Absolut Citron,1.47,1.99,50.0,628,923.1600000000001,50.0,99.5,2.59,37.81,123780.22,-823.6600000000001,-827.7989949748745,0.07961783439490445,0.10778196628970059
7245,PROXIMO SPIRITS INC.,1464,Tin Cup Whiskey,19.22,25.99,750.0,48,922.56,8.0,223.92,6.3100000000000005,195.92999999999998,38994.78,-698.64,-312.0042872454448,0.16666666666666666,0.2427159209157128
9165,ULTRA BEVERAGE COMPANY LLP,6385,Fetzer Sundial Chard,6.88,12.99,1500.0,134,921.92,12.0,149.88,2.69,61.95,68054.7,-772.04,-515.1054176674673,0.08955223880597014,0.16257375911141964
7245,PROXIMO SPIRITS INC.,3829,Three Olives Peach Vodka,11.1,14.99,750.0,83,921.3,0.0,0.0,0.0,0.0,38994.78,-921.3,-inf,0.0,0.0
3252,E & J GALLO WINERY,18107,Barefoot Cellars Pink Moscat,3.22,6.29,750.0,286,920.9200000000001,55.0,345.95,6.1000000000000005,194.99,61966.91,-574.97,-166.20031796502386,0.19230769230769232,0.37565695174390823
8112,MOET HENNESSY USA INC,19611,Veuve Clicquot Brut Yellow,61.28,94.99,1500.0,15,919.2,0.0,0.0,0.0,0.0,48347.26,-919.2,-inf,0.0,0.0
480,BACARDI USA INC,2258,Dewars Special Reserve 12 Yr,9.77,16.99,375.0,94,918.38,19.0,246.81,7.45,194.85,89286.27,-671.5699999999999,-272.09999594830026,0.20212765957446807,0.26874496395827435
2242,DELICATO VINEYARDS INC,13708,Bota Box Cab Svgn,11.33,17.99,3000.0,81,917.73,35.0,629.65,15.75,467.73999999999995,7982.65,-288.08000000000004,-45.752402128166445,0.43209876543209874,0.6860950388458479
1128,BROWN-FORMAN CORP,1465,Woodford Rsv Bourbon,11.02,14.99,375.0,83,914.6600000000001,18.0,317.82,7.04,263.84999999999997,68601.68,-596.8400000000001,-187.7918318545089,0.21686746987951808,0.34747337808584605
4692,KOBRAND CORPORATION,25124,Jadot Burgundy Hills Wh 14,7.14,10.99,750.0,128,913.9200000000001,0.0,0.0,0.0,0.0,9139.38,-913.9200000000001,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,5833,Patron Roca Silver Tequila,50.77,64.99,750.0,18,913.86,1.0,69.99,0.79,69.99,68054.7,-843.87,-1205.7008144020574,0.05555555555555555,0.07658722342590768
9744,FREDERICK WILDMAN & SONS,6455,Folonari Pinot Grigio Venez,6.09,14.99,1500.0,150,913.5,24.0,287.76,5.3500000000000005,191.84,3999.93,-625.74,-217.45204336947458,0.16,0.31500821018062397
3664,WILLIAM GRANT & SONS INC,192,Milagro Anejo Tequila,27.68,35.99,750.0,33,913.44,0.0,0.0,0.0,0.0,30234.420000000002,-913.44,-inf,0.0,0.0
11567,CAMPARI AMERICA,178,Wild Turkey Russell's RSV,20.76,29.99,750.0,44,913.44,8.0,223.92,6.32,223.92,20964.81,-689.5200000000001,-307.93140407288325,0.18181818181818182,0.245139253809774
3252,E & J GALLO WINERY,34133,Turning Leaf RSV Cab Svgn,6.12,9.99,1500.0,149,911.88,54.0,539.46,12.040000000000001,379.62,61966.91,-372.41999999999996,-69.03570236903569,0.3624161073825503,0.5915909988156337
